id,userid,relation,landmark,geometry_type,geometry
5f353a379f3f3a0004cc042b,836657ae-c999-4006-aadd-994790d5303b,ENTRE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.88084863467594, -7.224604766299303],[-35.88076815459944, -7.22479103026805],[-35.88052134903152, -7.224684593723881],[-35.880591098431154, -7.224482364220897],[-35.88084863467594, -7.224604766299303]]]}"
5f353a6b9f3f3a0004cc042c,836657ae-c999-4006-aadd-994790d5303b,ENTRE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.870226573391854, -7.232869490794718],[-35.8700226905314, -7.232747090955765],[-35.86990465308586, -7.232922708105652],[-35.8700709785773, -7.233018499249527],[-35.870226573391854, -7.232869490794718]]]}"
5f353abc9f3f3a0004cc042d,836657ae-c999-4006-aadd-994790d5303b,ENTRE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869159324802524, -7.234407468551483],[-35.86908421006448, -7.234380859984327],[-35.86893934592677, -7.234567119921517],[-35.86899836464954, -7.234615015321521],[-35.869159324802524, -7.234407468551483]]]}"
5f353b499f3f3a0004cc042e,2439496c-1e84-4ab9-bf8e-77b648ef7f49,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87755190940937, -7.222851220316651],[-35.87900055078632, -7.223883657925082],[-35.87934124977684, -7.223875675169115],[-35.87755190940937, -7.222851220316651]]]}"
5f35406b9f3f3a0004cc042f,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87839721798454, -7.222896456034453],[-35.87786078163848, -7.223231732390001],[-35.87756037728469, -7.222848559391935],[-35.8779412470904, -7.222529248312122],[-35.87839721798454, -7.222891134185531],[-35.87839721798454, -7.222891134185531],[-35.87839721798454, -7.222891134185531],[-35.87839721798454, -7.222891134185531],[-35.87839721798454, -7.222896456034453]]]}"
5f3540819f3f3a0004cc0430,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87815581933691, -7.222837915692907],[-35.8778017713485, -7.223263663458513],[-35.877501366994714, -7.222992249304275],[-35.877823228802356, -7.222609076103225],[-35.87815581933691, -7.222837915692907]]]}"
5f35409b9f3f3a0004cc0431,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86939575713562, -7.234375538270705],[-35.869307245138536, -7.2343090168451445],[-35.868907600060695, -7.234769344909156],[-35.86899342987608, -7.234854492245279],[-35.86939575713562, -7.234375538270705]]]}"
5f3540ab9f3f3a0004cc0432,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869417214589454, -7.234354251415581],[-35.869301880775055, -7.234303695130683],[-35.86889687133377, -7.234777327472611],[-35.86900952296645, -7.234854492245279],[-35.869417214589454, -7.234354251415581]]]}"
5f3540cf9f3f3a0004cc0433,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA FRENTE DE,Café Poético,MultiPolygon,"{ ""type"": ""MultiPolygon"",  ""coordinates"":[[[[-35.87936016024265, -7.223987433739835],[-35.879311880971514, -7.22409653136556],[-35.87920995806576, -7.224069922190982],[-35.879263601700366, -7.2239288935395685],[-35.87936016024265, -7.223987433739835]],[[-35.879700797322414, -7.223841083224957],[-35.87958814568974, -7.2238357613871536],[-35.87958814568974, -7.223934215376278],[-35.879708843867604, -7.223947519967746],[-35.87969811514068, -7.223838422306055],[-35.879700797322414, -7.223841083224957]]]]}"
5f3540de9f3f3a0004cc0434,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87970884523183, -7.22393953721291],[-35.87942989833188, -7.223859709656748],[-35.8793708903338, -7.224107175034946],[-35.879623015416456, -7.224330692034304],[-35.87971152741357, -7.223936876294594],[-35.87970884523183, -7.22393953721291]]]}"
5f3540ed9f3f3a0004cc0435,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87001802809914, -7.2336597672169605],[-35.86991878737512, -7.233558654485909],[-35.86980613574244, -7.2336704106610235],[-35.86990537646648, -7.233742253901831],[-35.87001802809914, -7.2336597672169605]]]}"
5f3540f89f3f3a0004cc0436,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86993487940141, -7.233742253901831],[-35.86981954558699, -7.233662428078001],[-35.86974176231683, -7.233766201646239],[-35.8698463674043, -7.233832723151784],[-35.86992951503794, -7.233739593041273],[-35.86993487940141, -7.233742253901831]]]}"
5f3541169f3f3a0004cc0437,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,À DIREITA DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87938966429627, -7.223950180885999],[-35.87933065629821, -7.224099192282935],[-35.87919654721169, -7.22404597393252],[-35.87926091957321, -7.223918249865984],[-35.87938698211453, -7.2239288935395685],[-35.87938966429627, -7.223950180885999]]]}"
5f3541249f3f3a0004cc0438,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,À DIREITA DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87966056596069, -7.223947519967746],[-35.87942721615014, -7.223920910784402],[-35.87934138633479, -7.224107175034946],[-35.87959351141744, -7.22427481279482],[-35.87966056596069, -7.223947519967746]]]}"
5f35413b9f3f3a0004cc0439,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,À DIREITA DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.870036803371256, -7.233638480328097],[-35.86990269428474, -7.233558654485909],[-35.86971225938189, -7.233792810249628],[-35.8698544150136, -7.233891262068558],[-35.870036803371256, -7.233638480328097]]]}"
5f3541449f3f3a0004cc043a,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,À DIREITA DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86992951503794, -7.233795471109893],[-35.86977394849759, -7.233726288738192],[-35.86949231941589, -7.2340535744799075],[-35.869621064138954, -7.234128078518043],[-35.86992951503794, -7.233795471109893]]]}"
5f3541549f3f3a0004cc043b,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,AO LADO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879534502055144, -7.224067261273442],[-35.87916704315807, -7.223886318843705],[-35.87911071734174, -7.223976790067625],[-35.87947549405707, -7.224213611715091],[-35.879526455509954, -7.224061939438309],[-35.879534502055144, -7.224067261273442]]]}"
5f35415e9f3f3a0004cc043c,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,AO LADO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879679341232794, -7.223947519967746],[-35.879201912884795, -7.223718680939763],[-35.87907585034347, -7.22394485904948],[-35.87961228668953, -7.22427481279482],[-35.879679341232794, -7.223942198131201],[-35.879679341232794, -7.223947519967746]]]}"
5f35416f9f3f3a0004cc043d,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,AO LADO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8701816411847, -7.233452220007702],[-35.869996570645306, -7.233265959610463],[-35.8695808324771, -7.23371298443473],[-35.86981418228763, -7.233872636050404],[-35.8701816411847, -7.233452220007702]]]}"
5f35417b9f3f3a0004cc043e,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,AO LADO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.870058259761, -7.233643802050408],[-35.86977394849759, -7.2339870530069055],[-35.869545963050506, -7.233787488529073],[-35.86983295649566, -7.233473506905356],[-35.870058259761, -7.233643802050408]]]}"
5f3541949f3f3a0004cc043f,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,ENTRE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87945402833599, -7.223857048737973],[-35.879282368705255, -7.224091209530772],[-35.87755772585265, -7.222933708975132],[-35.877828626207425, -7.222648989993479],[-35.87945671051773, -7.22385172690036],[-35.87945402833599, -7.223857048737973]]]}"
5f3541af9f3f3a0004cc0440,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,ENTRE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.882372261294215, -7.22530192533113],[-35.88136912532708, -7.225126305218327],[-35.880470594447424, -7.224743133826263],[-35.879381628664895, -7.224008721083505],[-35.87931457412163, -7.224104514117634],[-35.8803901289955, -7.224860214008306],[-35.881350350054966, -7.2252566898540564],[-35.88237494347595, -7.225477545375677],[-35.88236957911248, -7.225304586241406],[-35.882372261294215, -7.22530192533113]]]}"
5f3541c09f3f3a0004cc0441,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,ENTRE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8710479885029, -7.232387873845485],[-35.87082536741929, -7.23223886518254],[-35.86973908381851, -7.233534706730509],[-35.869991208901155, -7.233678393243892],[-35.8710479885029, -7.232387873845485]]]}"
5f3541cf9f3f3a0004cc0442,e64e349f-5e56-4ecb-af52-fc5ac6a8cc7e,ENTRE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869889269815666, -7.233835384011796],[-35.86963982691473, -7.23368903668751],[-35.868261185505354, -7.235365375924605],[-35.86843820949954, -7.235543652905759],[-35.869889269815666, -7.233835384011796]]]}"
5f3544149f3f3a0004cc0443,b428d368-a265-4ad2-a65e-54ba2a924219,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.877979687549974, -7.222944352671896],[-35.87794483038312, -7.22300023207584],[-35.87786707208786, -7.2229549963684185],[-35.87791801717786, -7.222904438807711],[-35.87797700622945, -7.222944352671896],[-35.877979687549974, -7.222944352671896]]]}"
5f3544349f3f3a0004cc0444,b428d368-a265-4ad2-a65e-54ba2a924219,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87802526999893, -7.222957657292511],[-35.87797432490892, -7.223029502237052],[-35.87788316001101, -7.222973622836722],[-35.87794483038312, -7.222888473261044],[-35.87801990735788, -7.222965640064687],[-35.87802526999893, -7.222957657292511]]]}"
5f35444b9f3f3a0004cc0445,b428d368-a265-4ad2-a65e-54ba2a924219,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8694714620047, -7.2342797474147975],[-35.86960016538998, -7.234346268844671],[-35.869452692760994, -7.23444472054288],[-35.869369571824684, -7.234404807694844],[-35.8694714620047, -7.2342797474147975]]]}"
5f35445a9f3f3a0004cc0446,b428d368-a265-4ad2-a65e-54ba2a924219,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86928913220888, -7.23448463338738],[-35.86942319823522, -7.2345378505079125],[-35.869479505966275, -7.234442059686457],[-35.86935080258098, -7.234380859984327],[-35.86928913220888, -7.23448463338738]]]}"
5f3544659f3f3a0004cc0447,58912824-b627-4696-b9e1-730c3a914ed6,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.877552361489194, -7.222654311845251],[-35.878340922917914, -7.2231465828629355],[-35.87823095346697, -7.223295594524774],[-35.87750944658151, -7.222779375343777],[-35.877552361489194, -7.222654311845251]]]}"
5f35446d9f3f3a0004cc0448,b428d368-a265-4ad2-a65e-54ba2a924219,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87933118682196, -7.223974129149537],[-35.87932046153983, -7.223995416493831],[-35.879293648334574, -7.223990094657847],[-35.87930437361668, -7.223960824558833],[-35.87933118682196, -7.223974129149537]]]}"
5f3544749f3f3a0004cc0449,b98936c6-32b3-408c-9ba4-2cdac4491709,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879282368705255, -7.224043313014839],[-35.879255546887954, -7.224112496869556],[-35.87918581016296, -7.224067261273442],[-35.879212631980266, -7.223982111903762],[-35.879282368705255, -7.224043313014839]]]}"
5f35447b9f3f3a0004cc044a,b428d368-a265-4ad2-a65e-54ba2a924219,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87946261595217, -7.224030008426182],[-35.879441165387945, -7.224069922190982],[-35.87939558293899, -7.2240566176031145],[-35.87941167086214, -7.224011382001402],[-35.87945993463165, -7.224030008426182],[-35.87946261595217, -7.224030008426182]]]}"
5f35447e9f3f3a0004cc044b,58912824-b627-4696-b9e1-730c3a914ed6,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87760600512381, -7.222587788693642],[-35.87864669163518, -7.2232796289919365],[-35.8784455280054, -7.22346589350672],[-35.877498717854586, -7.22276873164312],[-35.87760600512381, -7.222587788693642]]]}"
5f3544849f3f3a0004cc044c,b98936c6-32b3-408c-9ba4-2cdac4491709,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879518400697535, -7.224189663464249],[-35.87947280360811, -7.224245542714241],[-35.87934674106678, -7.224163054295154],[-35.87937624506583, -7.224088548613358],[-35.879518400697535, -7.224189663464249]]]}"
5f3544849f3f3a0004cc044d,b428d368-a265-4ad2-a65e-54ba2a924219,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86995693739394, -7.233649123772656],[-35.870018607766056, -7.23368903668751],[-35.8699730253171, -7.233728949598839],[-35.86992744286814, -7.233705001852459],[-35.86995693739394, -7.233649123772656]]]}"
5f35448a9f3f3a0004cc044e,b428d368-a265-4ad2-a65e-54ba2a924219,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869871100486044, -7.233766201646239],[-35.86990863897342, -7.23379813197012],[-35.86988182576817, -7.233830062291749],[-35.86983088067816, -7.233822079711551],[-35.86985769388341, -7.2337795059481245],[-35.869871100486044, -7.233766201646239]]]}"
5f3544969f3f3a0004cc044f,58912824-b627-4696-b9e1-730c3a914ed6,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86908194187317, -7.2347560406364435],[-35.86887809606168, -7.234593728477706],[-35.869680068399035, -7.233609210854266],[-35.8699161003913, -7.233760879925366],[-35.86908194187317, -7.2347560406364435]]]}"
5f3544a19f3f3a0004cc0450,b428d368-a265-4ad2-a65e-54ba2a924219,À DIREITA DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879612725477266, -7.223984772821811],[-35.87964758264409, -7.224006060165609],[-35.879644901323566, -7.224069922190982],[-35.87960736283619, -7.2240725831085095],[-35.879612725477266, -7.223984772821811]]]}"
5f3544a49f3f3a0004cc0451,58912824-b627-4696-b9e1-730c3a914ed6,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8696773862173, -7.2336704106610235],[-35.8688539564261, -7.234646945585364],[-35.86906048441933, -7.234753379781853],[-35.869843681484596, -7.233795471109893],[-35.86967470403558, -7.23366774980002],[-35.8696773862173, -7.2336704106610235]]]}"
5f3544a89f3f3a0004cc0452,b428d368-a265-4ad2-a65e-54ba2a924219,À DIREITA DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879642264427446, -7.223982111903762],[-35.879650308389046, -7.2240486348502],[-35.87959668197849, -7.224051295767842],[-35.87960740726061, -7.223990094657847],[-35.879642264427446, -7.223982111903762]]]}"
5f3544b19f3f3a0004cc0453,b98936c6-32b3-408c-9ba4-2cdac4491709,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86902561605683, -7.234420772834476],[-35.86905780223759, -7.234450042255675],[-35.86899074769434, -7.234516563660447],[-35.86895587933184, -7.234505920236346],[-35.869006840784714, -7.234428755404088],[-35.869022933875094, -7.234423433691026],[-35.86902561605683, -7.234420772834476]]]}"
5f3544b19f3f3a0004cc0454,b428d368-a265-4ad2-a65e-54ba2a924219,À DIREITA DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86992476154762, -7.233957783555681],[-35.86989526702183, -7.234000357302289],[-35.8698523658934, -7.233973748711127],[-35.86989794834236, -7.233925853243085],[-35.86992476154762, -7.233957783555681]]]}"
5f3544b69f3f3a0004cc0455,58912824-b627-4696-b9e1-730c3a914ed6,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879378935514765, -7.224011382001402],[-35.87921532242923, -7.223920910784402],[-35.87915363224943, -7.223974129149537],[-35.87932260969844, -7.224093870448172],[-35.879378935514765, -7.224011382001402]]]}"
5f3544bb9f3f3a0004cc0456,b428d368-a265-4ad2-a65e-54ba2a924219,À DIREITA DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86995958406342, -7.233981731288653],[-35.86993008953765, -7.234016322456234],[-35.869863056524466, -7.233960444414954],[-35.86989255105027, -7.233933835821451],[-35.86998907858923, -7.233981731288653],[-35.869954221422375, -7.233989713866013],[-35.86995958406342, -7.233981731288653]]]}"
5f3544c09f3f3a0004cc0457,58912824-b627-4696-b9e1-730c3a914ed6,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87953986778282, -7.224141766958748],[-35.87931456451748, -7.223984772821811],[-35.879250192155936, -7.2240379911794275],[-35.87948354196649, -7.224184341630554],[-35.8795291390559, -7.224139106041628],[-35.87953986778282, -7.224141766958748]]]}"
5f3544c89f3f3a0004cc0458,b428d368-a265-4ad2-a65e-54ba2a924219,AO LADO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87962076943883, -7.22394485904948],[-35.87966635188779, -7.223974129149537],[-35.87965026396462, -7.224083226778468],[-35.87958859359251, -7.224077904943514],[-35.87962076943883, -7.22394485904948]]]}"
5f3544cf9f3f3a0004cc0459,b428d368-a265-4ad2-a65e-54ba2a924219,AO LADO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87963690178639, -7.2240273475084],[-35.87959668197849, -7.2240193647549775],[-35.879591319337436, -7.2240725831085095],[-35.87963958310692, -7.224083226778468],[-35.87963690178639, -7.2240273475084]]]}"
5f3544d19f3f3a0004cc045a,58912824-b627-4696-b9e1-730c3a914ed6,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.870036803371256, -7.233542689315783],[-35.86990269428474, -7.233707662713245],[-35.86982759319629, -7.233673071521988],[-35.86997779537319, -7.233505437249948],[-35.870036803371256, -7.233542689315783]]]}"
5f3544da9f3f3a0004cc045b,58912824-b627-4696-b9e1-730c3a914ed6,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86991342194756, -7.2336996801308855],[-35.86987050703987, -7.233643802050408],[-35.86973371577164, -7.23379813197012],[-35.86979808813316, -7.233838044871806],[-35.86991342194756, -7.2336996801308855]]]}"
5f3544e09f3f3a0004cc045c,b98936c6-32b3-408c-9ba4-2cdac4491709,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86902829823857, -7.234351590558637],[-35.86908194187317, -7.2343835208411065],[-35.86904170914721, -7.234458024824766],[-35.8689773367857, -7.234447381399278],[-35.86902829823857, -7.234351590558637]]]}"
5f3544e09f3f3a0004cc045d,b428d368-a265-4ad2-a65e-54ba2a924219,AO LADO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86993012418867, -7.233957783555681],[-35.869905992303934, -7.233984392147785],[-35.86983895929078, -7.233965766133474],[-35.86987917909866, -7.233912548945513],[-35.86993012418867, -7.233957783555681]]]}"
5f3544e69f3f3a0004cc045e,b428d368-a265-4ad2-a65e-54ba2a924219,AO LADO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869911320293944, -7.233941818399663],[-35.86987914444764, -7.233973748711127],[-35.86980943011393, -7.233931174962013],[-35.869860375203935, -7.23388594034916],[-35.869927408217116, -7.2339364966808635],[-35.869911320293944, -7.233941818399663]]]}"
5f3544e99f3f3a0004cc045f,58912824-b627-4696-b9e1-730c3a914ed6,À DIREITA DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87919386497538, -7.223918249865984],[-35.8790275697081, -7.223801169439942],[-35.878981972618675, -7.223867692413008],[-35.87915363224943, -7.22396614639516],[-35.87918313624845, -7.223912928029097],[-35.87919386497538, -7.223918249865984]]]}"
5f3544f39f3f3a0004cc0460,58912824-b627-4696-b9e1-730c3a914ed6,À DIREITA DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87934675069823, -7.224014042919273],[-35.87918313761268, -7.223912928029097],[-35.8791482692502, -7.223971468231424],[-35.87929042488191, -7.224053956685484],[-35.87934675069823, -7.224014042919273]]]}"
5f3544fb9f3f3a0004cc0461,b428d368-a265-4ad2-a65e-54ba2a924219,ENTRE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87855869729832, -7.223327525588782],[-35.87850238956727, -7.223410014160345],[-35.878392455425676, -7.223359456650513],[-35.87848093900306, -7.223268985303047],[-35.87855869729832, -7.223324864666865],[-35.87855869729832, -7.223327525588782]]]}"
5f3544ff9f3f3a0004cc0462,db435404-16f5-4000-ac12-bc417edf0246,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87782594402568, -7.222976283760713],[-35.877796440026664, -7.223016197618549],[-35.87769719930264, -7.222949674520195],[-35.87773206766512, -7.222885812336557],[-35.87782594402568, -7.222976283760713]]]}"
5f3545049f3f3a0004cc0463,58912824-b627-4696-b9e1-730c3a914ed6,À DIREITA DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87013067973182, -7.233425611384225],[-35.8700314390078, -7.233558654485909],[-35.86996706664626, -7.233521402421398],[-35.87008508264239, -7.233383037583407],[-35.87013336191354, -7.233414967934398],[-35.87013067973182, -7.233425611384225]]]}"
5f35450e9f3f3a0004cc0464,db435404-16f5-4000-ac12-bc417edf0246,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87791177384106, -7.223072077013613],[-35.877930549113174, -7.22304812870229],[-35.87787422329684, -7.2230135366948005],[-35.87785008366125, -7.223037485007956],[-35.87790909165932, -7.223074737937006],[-35.87791177384106, -7.223072077013613]]]}"
5f3545139f3f3a0004cc0465,b428d368-a265-4ad2-a65e-54ba2a924219,ENTRE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.880674885578074, -7.224814978487023],[-35.88065075369334, -7.224868196746894],[-35.88055422615438, -7.224825622139501],[-35.880591764641736, -7.22476708204778],[-35.880674885578074, -7.224814978487023]]]}"
5f35451d9f3f3a0004cc0466,db435404-16f5-4000-ac12-bc417edf0246,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86907389532798, -7.234367555700151],[-35.86900952296645, -7.2343303037023805],[-35.86895051496839, -7.234407468551483],[-35.86898270114915, -7.234468668250012],[-35.86907389532798, -7.234367555700151]]]}"
5f3545239f3f3a0004cc0467,58912824-b627-4696-b9e1-730c3a914ed6,À DIREITA DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86998047649081, -7.2336118717156],[-35.86991073976582, -7.233691697548386],[-35.8698463674043, -7.233646462911539],[-35.86995901903698, -7.233537367592276],[-35.86998047649081, -7.2336118717156]]]}"
5f3545259f3f3a0004cc0468,db435404-16f5-4000-ac12-bc417edf0246,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869079259691446, -7.234399485981502],[-35.869014887329904, -7.234359573129458],[-35.86894515060493, -7.23447132910627],[-35.869022933875094, -7.23449261595586],[-35.869079259691446, -7.234399485981502]]]}"
5f3545269f3f3a0004cc0469,b428d368-a265-4ad2-a65e-54ba2a924219,ENTRE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8706675726284, -7.232792325682723],[-35.870715836397885, -7.232842882136904],[-35.87067561658998, -7.232896099450967],[-35.87060053961522, -7.2328748125260995],[-35.8706675726284, -7.232792325682723]]]}"
5f35452d9f3f3a0004cc046a,58912824-b627-4696-b9e1-730c3a914ed6,AO LADO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87944867223977, -7.2240725831085095],[-35.879073166797525, -7.223830439549299],[-35.87901684098118, -7.223886318843705],[-35.87940575733207, -7.224120479621338],[-35.87944867223977, -7.2240725831085095]]]}"
5f3545309f3f3a0004cc046b,db435404-16f5-4000-ac12-bc417edf0246,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879327974061894, -7.223974129149537],[-35.87933870278882, -7.223947519967746],[-35.87925823733692, -7.223912928029097],[-35.87925019079171, -7.223963485477009],[-35.879327974061894, -7.223974129149537]]]}"
5f3545369f3f3a0004cc046c,58912824-b627-4696-b9e1-730c3a914ed6,AO LADO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879550596509745, -7.224147088792939],[-35.87920727724827, -7.223926232621188],[-35.87915631579539, -7.223971468231424],[-35.87950499942033, -7.22420562896495],[-35.87954523214628, -7.224141766958748],[-35.879550596509745, -7.224147088792939]]]}"
5f35453a9f3f3a0004cc046d,db435404-16f5-4000-ac12-bc417edf0246,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87948890455644, -7.224104514117634],[-35.87952109073721, -7.22404597393252],[-35.879411121286275, -7.223984772821811],[-35.8793789351055, -7.2240273475084],[-35.87948890455644, -7.224104514117634]]]}"
5f35453f9f3f3a0004cc046e,58912824-b627-4696-b9e1-730c3a914ed6,AO LADO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87014140845873, -7.233414967934398],[-35.86981150010591, -7.233822079711551],[-35.86973103465399, -7.233774184227416],[-35.870114586641435, -7.233340463778569],[-35.8701467728222, -7.233414967934398],[-35.87014140845873, -7.233414967934398]]]}"
