id,userid,relation,landmark,geometry_type,geometry,geom
5f352b3bf2e44000043e439b,0,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.878370404243476, -7.223327525588782],[-35.87832748889924, -7.223380744023762],[-35.87746649980546, -7.222760748867471],[-35.87752282619477, -7.222691564805878],[-35.878370404243476, -7.223327525588782]]]}",0103000020E61000000100000005000000010000716EF041C03BCD8AF8AFE41CC0010000096DF041C0868DF8EBBDE41CC0010080D250F041C07FDFCC641BE41CC0010000AB52F041C0C8BEEF4109E41CC0010000716EF041C03BCD8AF8AFE41CC0
5f352b47f2e44000043e439c,0,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87833017110825, -7.223290272680559],[-35.878287255764015, -7.223359456650513],[-35.8774557709694, -7.22275808794222],[-35.87750136852265, -7.222686242954551],[-35.87833017110825, -7.223290272680559]]]}",0103000020E610000001000000050000000100801F6DF041C031B68A34A6E41CC0010080B76BF041C0E0436657B8E41CC00100807850F041C07B863AB21AE41CC0010000F751F041C01F09CBDC07E41CC00100801F6DF041C031B68A34A6E41CC0
5f352b56f2e44000043e439d,0,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8696210384369, -7.2340535744799075],[-35.8695673942566, -7.234003018161321],[-35.86908996105195, -7.234567119921517],[-35.86916774511338, -7.234599050188746],[-35.86961567401887, -7.2340535744799075],[-35.8696210384369, -7.2340535744799075]]]}",0103000020E61000000100000006000000010000BE4FEF41C0C79C7FBDABEF1CC0010000FC4DEF41C034ACB87C9EEF1CC0010000573EEF41C08B1EF35C32F01CC0010080E340EF41C0EDEEC0BB3AF01CC0010000914FEF41C0C79C7FBDABEF1CC0010000BE4FEF41C0C79C7FBDABEF1CC0
5f352b62f2e44000043e439e,0,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86954593658448, -7.234133400234579],[-35.8694949746132, -7.234082843924935],[-35.869076550006874, -7.234593728477706],[-35.8691355586052, -7.234636302164329],[-35.86954593658448, -7.234133400234579]]]}",0103000020E61000000100000005000000010000484DEF41C09BA283AAC0EF1CC00100809C4BEF41C05DD9BC69B3EF1CC0010080E63DEF41C041A29E5639F01CC0010080D53FEF41C02C00B17F44F01CC0010000484DEF41C09BA283AAC0EF1CC0
5f352b6bf2e44000043e439f,0,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87933868169785, -7.224006060165609],[-35.87930381298066, -7.224061939438309],[-35.879180431365974, -7.223987433739835],[-35.87922334671021, -7.223926232621188],[-35.87933599948884, -7.224006060165609],[-35.87933868169785, -7.224006060165609]]]}",0103000020E610000001000000060000000100802B8EF041C082113AD861E51CC0010000078DF041C0DAA9387E70E51CC0010000FC88F041C09F823AF65CE51CC0010000648AF041C0474C17EB4CE51CC0010000158EF041C082113AD861E51CC00100802B8EF041C082113AD861E51CC0
5f352b75f2e44000043e43a0,0,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879531800746925, -7.224136445124482],[-35.87950766086579, -7.2242029680482105],[-35.8792930841446, -7.224059278520718],[-35.87933868169785, -7.224016703837119],[-35.87952911853791, -7.224136445124482],[-35.879531800746925, -7.224136445124482]]]}",0103000020E610000001000000060000000100807F94F041C0FB9A360684E51CC0010000B593F041C098BB7D7695E51CC0010000AD8CF041C08672A6CB6FE51CC00100802B8EF041C0DCF382A264E51CC00100006994F041C0FB9A360684E51CC00100807F94F041C0FB9A360684E51CC0
5f352b87f2e44000043e43a1,0,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86998850107194, -7.233598567408766],[-35.869889259338386, -7.233715645295453],[-35.86983561515809, -7.23366774980002],[-35.869948267936714, -7.233540028454042],[-35.86999654769898, -7.2336145325769206],[-35.86998850107194, -7.233598567408766]]]}",0103000020E61000000100000006000000010080C85BEF41C004A77D7634EF1CC00100008858EF41C0166E742753EF1CC0010000C656EF41C080153E9946EF1CC0010000775AEF41C06E11021E25EF1CC00100000C5CEF41C01E27E5A538EF1CC0010080C85BEF41C004A77D7634EF1CC0
5f352b92f2e44000043e43a2,0,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86988657712937, -7.233728949598839],[-35.869806110858924, -7.233830062291749],[-35.86973905563355, -7.2337768450877835],[-35.869822204113014, -7.233662428078001],[-35.86988657712937, -7.233728949598839]]]}",0103000020E610000001000000050000000100807158EF41C02D9F4AA456EF1CC0010080CE55EF41C07575D92571EF1CC00100009C53EF41C03ADB803263EF1CC00100805556EF41C08B981B3445EF1CC00100807158EF41C02D9F4AA456EF1CC0
5f352ba0f2e44000043e43a3,0,À DIREITA DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879242122173316, -7.22393953721291],[-35.87920725345612, -7.224008721083505],[-35.87906241416932, -7.223907606192133],[-35.87909996509553, -7.22385172690036],[-35.8792394399643, -7.223936876294594],[-35.879242122173316, -7.22393953721291]]]}",0103000020E61000000100000006000000010080018BF041C07C71F26750E51CC0010000DD89F041C02E4ACC8A62E51CC00100001E85F041C0F5AE170948E51CC00100005986F041C0BCC2186339E51CC0010000EB8AF041C0F83660B54FE51CC0010080018BF041C07C71F26750E51CC0
5f352ba8f2e44000043e43a4,0,À DIREITA DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879373550415046, -7.224011382001402],[-35.87930917739869, -7.224093870448172],[-35.87914019823075, -7.223976790067625],[-35.87920188903809, -7.223923571702808],[-35.879365503788, -7.224022025672798],[-35.879373550415046, -7.224011382001402]]]}",0103000020E61000000100000006000000010000508FF041C0DA825E3D63E51CC0010000348DF041C0603C13DD78E51CC0010080AA87F041C0319DF12B5AE51CC0010000B089F041C07B1185384CE51CC00100800C8FF041C0B364A70766E51CC0010000508FF041C0DA825E3D63E51CC0
5f352bb4f2e44000043e43a5,0,À DIREITA DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87011992931367, -7.233428272246652],[-35.870074331760414, -7.233388359308734],[-35.8699455857277, -7.233532045868718],[-35.870004594326026, -7.233582602240051],[-35.87011456489564, -7.233446898283126],[-35.87011992931367, -7.233428272246652]]]}",0103000020E610000001000000060000000100001760EF41C06C0B2DD207EF1CC0010080985EEF41C010FEA95BFDEE1CC0010080605AEF41C0E54B4E0623EF1CC00100804F5CEF41C07324164730EF1CC0010000EA5FEF41C027EA25B40CEF1CC00100001760EF41C06C0B2DD207EF1CC0
5f352bbdf2e44000043e43a6,0,À DIREITA DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87000191211701, -7.233587923963011],[-35.869899988174446, -7.233707662713245],[-35.86984097957612, -7.233675732382953],[-35.86995631456376, -7.233534706730509],[-35.870004594326026, -7.233585263101537],[-35.87000191211701, -7.233587923963011]]]}",0103000020E61000000100000006000000010000395CEF41C08CA538AC31EF1CC0010000E258EF41C042B6C00F51EF1CC0010000F356EF41C085D0F1B048EF1CC0010080BA5AEF41C0D08DDFB823EF1CC00100804F5CEF41C00665A7F930EF1CC0010000395CEF41C08CA538AC31EF1CC0
5f352bd1f2e44000043e43a7,0,AO LADO DE,Café Poético,MultiPolygon,"{ ""type"": ""MultiPolygon"",  ""coordinates"":[[[[-35.87920457124711, -7.223920910784402],[-35.87915092706681, -7.223979450985699],[-35.87901413440705, -7.223867692413008],[-35.879054367542274, -7.22381713495437],[-35.87919920682908, -7.223923571702808],[-35.87920457124711, -7.223920910784402]],[[-35.879542529582984, -7.224141766958748],[-35.8794915676117, -7.2241976462146695],[-35.87932795286179, -7.224088548613358],[-35.87936013936997, -7.224022025672798],[-35.879542529582984, -7.224141766958748]]]]}",0106000020E61000000100000001030000000200000006000000010080C689F041C092D6F2854BE51CC00100800488F041C0A5D683DE5AE51CC00100008983F041C0EF2D86923DE51CC0010080DA84F041C05CA7AB5130E51CC00100809989F041C07B1185384CE51CC0010080C689F041C092D6F2854BE51CC005000000010080D994F041C09C055B6B85E51CC00100002E93F041C02854591194E51CC0010080D18DF041C057CFEE7777E51CC0010080DF8EF041C0B364A70766E51CC0010080D994F041C09C055B6B85E51CC0
5f352bdef2e44000043e43a8,0,AO LADO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87936282157899, -7.2240193647549775],[-35.87931722402573, -7.224080565861004],[-35.87912410497666, -7.223955502722454],[-35.87917774915696, -7.223865031494271],[-35.87936282157899, -7.2240193647549775]]]}",0103000020E61000000100000005000000010000F68EF041C05D2C155565E51CC0010080778DF041C0332B386075E51CC00100802387F041C008CF5F9754E51CC0010080E588F041C091F1F3DF3CE51CC0010000F68EF041C05D2C155565E51CC0
5f352be9f2e44000043e43a9,0,AO LADO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87011188268662, -7.233454880869964],[-35.86999118328095, -7.233601228270163],[-35.869932174682624, -7.233550671900916],[-35.87006092071534, -7.233409646209403],[-35.87011188268662, -7.233454880869964]]]}",0103000020E61000000100000005000000010080D35FEF41C058B6D9CB0EEF1CC0010000DF5BEF41C033E70E2935EF1CC0010000F059EF41C0D21747E827EF1CC0010000285EEF41C0492934F002EF1CC0010080D35FEF41C058B6D9CB0EEF1CC0
5f352c01f2e44000043e43aa,0,AO LADO DE,Localiza Hertz,MultiPolygon,"{ ""type"": ""MultiPolygon"",  ""coordinates"":[[[[-35.869894623756416, -7.233702340991685],[-35.8698382973671, -7.2336597672169605],[-35.86994022130967, -7.233540028454042],[-35.87000727653504, -7.233587923963011],[-35.869894623756416, -7.233702340991685]],[[-35.86980342864991, -7.233816757991339],[-35.86967200040818, -7.233976409570324],[-35.86961299180985, -7.233931174962013],[-35.86975246667863, -7.233771523367037],[-35.86980342864991, -7.233816757991339]]]]}",0106000020E61000000100000001030000000200000005000000010000B558EF41C0513B9EAA4FEF1CC0010080DC56EF41C0ED598A8144EF1CC0010080335AEF41C06E11021E25EF1CC0010000665CEF41C08CA538AC31EF1CC0010000B558EF41C0513B9EAA4FEF1CC005000000010000B855EF41C0755103A96DEF1CC00100806951EF41C0678F0C8397EF1CC00100807A4FEF41C024E867A78BEF1CC00100800C54EF41C0DD635ECD61EF1CC0010000B855EF41C0755103A96DEF1CC0
5f352c15f2e44000043e43ab,0,ENTRE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87933599948884, -7.224000738329751],[-35.879279673099525, -7.2240486348502],[-35.87834089994431, -7.223407353238911],[-35.87769448757172, -7.222920404353817],[-35.87773740291596, -7.222867185864628],[-35.87820142507554, -7.223210445009743],[-35.87869763374329, -7.223559025735342],[-35.87931990623475, -7.2239927555758445],[-35.87933599948884, -7.224000738329751]]]}",0103000020E61000000100000009000000010000158EF041C0E29F157360E51CC00100803C8CF041C089945D016DE51CC0010080796DF041C05F63AFE5C4E41CC00100004B58F041C0333E193F45E41CC0010000B359F041C07E8FAA4B37E41CC0010080E768F041C012C5654791E41CC00100002A79F041C0210941A8ECE41CC00100008E8DF041C0EAF45E5B5EE51CC0010000158EF041C0E29F157360E51CC0
5f352ec3f2e44000043e43b9,2,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87928505943498, -7.223982111903762],[-35.87926360207101, -7.224003399247686],[-35.879234098195575, -7.223976790067625],[-35.87925823773004, -7.223950180885999],[-35.87928505943498, -7.223982111903762]]]}",0103000020E610000001000000050000003C11AF698CF041C00C1016915BE51CC0A5BAAFB58BF041C0B9D8A72561E51CC097A330BE8AF041C0319DF12B5AE51CC002E5AF888BF041C0C75A3B3253E51CC03C11AF698CF041C00C1016915BE51CC0
5f3689df2aa3dd0004068b6e,9d88cf46-5480-4e26-a108-82279d46d7c3,ENTRE,Niscar,LineString,"{ ""type"": ""LineString"",  ""coordinates"":[[-35.87086540302073, -7.2322734564836795],[-35.86975209529584, -7.233622515160782],[-35.87086540302073, -7.2322734564836795]]}",0103000020E6100000010000000300000090987C8478EF41C01D4ECD17D9ED1CC02876620954EF41C038E698BD3AEF1CC090987C8478EF41C01D4ECD17D9ED1CC0
5f352c2ff2e44000043e43ac,0,ENTRE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.88228642940522, -7.225347160803674],[-35.88228642940522, -7.2254243271875715],[-35.88170439004899, -7.225304586241406],[-35.88119477033616, -7.225166218886324],[-35.880639553070075, -7.22495600686197],[-35.88019967079163, -7.224679271896013],[-35.87977051734925, -7.224391893098169],[-35.879373550415046, -7.224123140538561],[-35.87940841913224, -7.224053956685484],[-35.879668593406684, -7.224242881797731],[-35.87998509407044, -7.224437128661804],[-35.88021844625474, -7.224594122641622],[-35.88060200214387, -7.224844248530734],[-35.880923867225654, -7.224990598720801],[-35.88121891021729, -7.225107678838736],[-35.88148444890977, -7.225187506174486],[-35.881886780262, -7.225264672585635],[-35.88228642940522, -7.225347160803674]]]}",0103000020E61000000100000012000000010000C3EEF041C0CA97F767C1E61CC0010000C3EEF041C044F983A2D5E61CC0010080B0DBF041C0BF2ED63EB6E61CC0010080FDCAF041C07A1F29F991E61CC0010000CCB8F041C02D0B12DE5AE61CC001000062AAF041C0A687B35212E61CC0010000529CF041C06D6009FDC6E51CC0010000508FF041C04A8F5B8980E51CC00100807490F041C0A40382666EE51CC0010000FB98F041C06BBA0EED9FE51CC00100005AA3F041C03F71BED8D2E51CC0010080FFAAF041C0737A6E00FCE51CC001000091B7F041C0658818923DE61CC00100001DC2F041C038A77DEF63E61CC0010000C8CBF041C06CC39AA082E61CC00100807BD4F041C0E9F2B98D97E61CC0010080AAE1F041C03DCC46C8ABE61CC0010000C3EEF041C0CA97F767C1E61CC0
5f352f2cf2e44000043e43c3,2,AO LADO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87932260982192, -7.224016703837119],[-35.87930383462846, -7.22403266934394],[-35.87923678036608, -7.223987433739835],[-35.87925823773004, -7.223960824558833],[-35.87932260982192, -7.223995416493831],[-35.87932260982192, -7.224016703837119]]]}",0103000020E61000000100000006000000C5E8ADA48DF041C0DCF382A264E51CC0027D2E078DF041C06E45F0D168E51CC06B8EB0D48AF041C09F823AF65CE51CC002E5AF888BF041C0F34284FC55E51CC0C5E8ADA48DF041C0FB2DF10D5FE51CC0C5E8ADA48DF041C0DCF382A264E51CC0
5f352c46f2e44000043e43ad,0,ENTRE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87134301662446, -7.231850378080062],[-35.87141007184983, -7.231890291153943],[-35.87105870246888, -7.232324012995962],[-35.870787799358375, -7.232645978020294],[-35.87048739194871, -7.23300253406029],[-35.87022989988328, -7.233297889969724],[-35.86995363235474, -7.233657106355906],[-35.8698731660843, -7.233609210854266],[-35.87132960557938, -7.231861021566769],[-35.87134301662446, -7.231850378080062]]]}",0103000020E6100000010000000A0000000100002B88EF41C029AD7D2F6AED1CC00100805D8AEF41C07D1003A674ED1CC0010000DA7EEF41C092929758E6ED1CC0010080F975EF41C088924CBF3AEE1CC0010080216CEF41C040B25E3798EE1CC0010080B163EF41C045955EA4E5EE1CC0010000A45AEF41C0401BF9CE43EF1CC00100000158EF41C05DA7C24037EF1CC0010080BA87EF41C0BD62C3F96CED1CC00100002B88EF41C029AD7D2F6AED1CC0
5f352c57f2e44000043e43ae,0,ENTRE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869883894920356, -7.233715645295453],[-35.8698382973671, -7.233651784633748],[-35.86836576461793, -7.235437218895639],[-35.86843818426133, -7.235469149101304],[-35.869883894920356, -7.233715645295453]]]}",0103000020E610000001000000050000000100005B58EF41C0166E742753EF1CC0010080DC56EF41C0AE9DD66942EF1CC00100009C26EF41C0FEAB4D7416F11CC0010080FB28EF41C09E6D1AD31EF11CC00100005B58EF41C0166E742753EF1CC0
5f352dd6f2e44000043e43af,1,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.877833743313076, -7.222555866784771],[-35.877600368187636, -7.222742059984738],[-35.87755208367892, -7.222877714982151],[-35.87814759261968, -7.223303299023579],[-35.87842925225384, -7.223045288746289],[-35.877833743313076, -7.222555866784771]]]}",0103000020E610000001000000060000006E6D29DB5CF041C07D7E65AFE5E31CC06729783555F041C0FF4F9C7E16E41CC004F86DA053F041C0156C430E3AE41CC06CAEEB2367F041C0AA94B99EA9E41CC0D623A75E70F041C0CDC4F2FB65E41CC06E6D29DB5CF041C07D7E65AFE5E31CC0
5f352e22f2e44000043e43b0,1,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.877777411386255, -7.222446810732063],[-35.8775359888427, -7.222853775867949],[-35.87813954520157, -7.223287339629225],[-35.878439982144656, -7.222981451129166],[-35.877777411386255, -7.222446810732063]]]}",0103000020E6100000010000000500000027899D025BF041C05DC6C418C9E31CC03B926A1953F041C06392BCC733E41CC087FB69E066F041C00246B56FA5E41CC0B267A9B870F041C089DBE03F55E41CC027899D025BF041C05DC6C418C9E31CC0
5f352e61f2e44000043e43b1,1,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869406281350905, -7.234029268694555],[-35.86923996804311, -7.233912235901989],[-35.86907097226263, -7.23412236293972],[-35.8688375971372, -7.233922875248021],[-35.868381576777146, -7.234385686557695],[-35.868778582737654, -7.234720825485686],[-35.86881881982825, -7.234728804980987],[-35.869406281350905, -7.234029268694555]]]}",0103000020E6100000010000000800000068AB7CB448EF41C04F665D5EA5EF1CC0858F594143EF41C047556DB086EF1CC0ADE2B5B73DEF41C0765AD0C5BDEF1CC0A89E041236EF41C0FAE76B7A89EF1CC0775AA42027EF41C0C9A929CD02F01CC06729F82234EF41C0C69AF4A75AF01CC0E4A7807435EF41C03E4A73BF5CF01CC068AB7CB448EF41C04F665D5EA5EF1CC0
5f352e82f2e44000043e43b2,2,NA RUA - PERTO DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87925554388821, -7.223987433739835],[-35.87931723380961, -7.22403266934394],[-35.879311869468616, -7.224051295767842],[-35.87923408652424, -7.224008721083505],[-35.87925554388821, -7.223987433739835]]]}",0103000020E61000000100000005000000CDE916728BF041C09F823AF65CE51CC0BF0295778DF041C06E45F0D168E51CC0192D954A8DF041C017CCEFB36DE51CC0359317BE8AF041C02E4ACC8A62E51CC0CDE916728BF041C09F823AF65CE51CC0
5f352e92f2e44000043e43b3,2,NA RUA - PERTO DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8794459779934, -7.224080565861004],[-35.87942988497042, -7.224104514117634],[-35.87939501675399, -7.224080565861004],[-35.87941379194745, -7.2240566176031145],[-35.8794459779934, -7.224080565861004]]]}",0103000020E610000001000000050000004A0A91AF91F041C0332B386075E51CC05889912891F041C0B8155CA77BE51CC0A49C120490F041C0332B386075E51CC0670892A190F041C0243B14196FE51CC04A0A91AF91F041C0332B386075E51CC0
5f352e98f2e44000043e43b4,1,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86880808993743, -7.23386169900495],[-35.86945456585961, -7.23429259236688],[-35.86912730418945, -7.234694227167168],[-35.869036100117455, -7.234797960600559],[-35.86843522623126, -7.234351108717643],[-35.86880808993743, -7.23386169900495]]]}",0103000020E6100000010000000600000008647E1A35EF41C0930DF47079EF1CC0CADC86494AEF41C0ABA4B765EAEF1CC0F4C641903FEF41C0D0F8F8AE53F01CC020862E933CEF41C09FC967E06EF01CC0C7ADAFE228EF41C0FCE4AEBCF9EF1CC008647E1A35EF41C0930DF47079EF1CC0
5f352ea4f2e44000043e43b5,2,NA RUA - PERTO DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869980490961126, -7.2336145325769206],[-35.86991611886922, -7.233683714965733],[-35.8698678398003, -7.233657106355906],[-35.869926847551206, -7.233577280517014],[-35.869980490961126, -7.2336145325769206]]]}",0103000020E61000000100000005000000046B4E855BEF41C01E27E5A538EF1CC03D67506959EF41C0DD8AA5C84AEF1CC069E451D457EF41C0401BF9CE43EF1CC0891250C359EF41C004A3F3E12EEF1CC0046B4E855BEF41C01E27E5A538EF1CC0
5f352eaff2e44000043e43b6,1,NA FRENTE DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87942168725665, -7.223931202531977],[-35.87928756362136, -7.223870024935644],[-35.87914271009522, -7.224080156644898],[-35.87928756362136, -7.224167933152756],[-35.87942168725665, -7.223931202531977]]]}",0103000020E610000001000000050000008A14CDE390F041C016B79D384EE51CC042C4B07E8CF041C0F99C0E2F3EE51CC01A3092BF87F041C0BBE3C14475E51CC042C4B07E8CF041C0E0CF56478CE51CC08A14CDE390F041C016B79D384EE51CC0
5f352eb2f2e44000043e43b7,2,NA RUA - PERTO DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869975126620126, -7.233965766133474],[-35.86993757623319, -7.233981731288653],[-35.869889297164264, -7.233928514102562],[-35.869926847551206, -7.233907227226357],[-35.869975126620126, -7.233965766133474]]]}",0103000020E610000001000000050000005D954E585BEF41C01AB5C7B894EF1CC0D5BD4F1D5AEF41C022FC2EE898EF1CC0003B518858EF41C084B0D6F48AEF1CC0891250C359EF41C0E4F04C6085EF1CC05D954E585BEF41C01AB5C7B894EF1CC0
5f352ebef2e44000043e43b8,1,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87956921033464, -7.224048271670892],[-35.87943508669931, -7.22397645451034],[-35.879314375427555, -7.2241307283966805],[-35.87946191142637, -7.224226484575497],[-35.87956921033464, -7.224048271670892]]]}",0103000020E61000000100000005000000587A50B995F041C00C35FEE86CE51CC00B2A345491F041C0A5C86C155AE51CC098AE9A5F8DF041C038F8918682E51CC0B3D3393592F041C06198A8A09BE51CC0587A50B995F041C00C35FEE86CE51CC0
5f352ee7f2e44000043e43ba,2,NA FRENTE DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.879405759033254, -7.2240646003558755],[-35.879386983839794, -7.224091209530772],[-35.87933870477087, -7.224067261273442],[-35.87936016213484, -7.224030008426182],[-35.879405759033254, -7.2240646003558755]]]}",0103000020E610000001000000050000001F7B2F5E90F041C012E1CA3071E51CC05C0FB0C08FF041C0E305812A78E51CC0888CB12B8EF041C04A185DE371E51CC01FE3B0DF8EF041C05F0D5E1F68E51CC01F7B2F5E90F041C012E1CA3071E51CC0
5f352ef1f2e44000043e43bb,2,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86994561022592, -7.2336331586057225],[-35.86990805983898, -7.233686375826634],[-35.86987050945204, -7.233657106355906],[-35.86990805983898, -7.233609210854266],[-35.86996170324889, -7.233638480328097],[-35.86994561022592, -7.2336331586057225]]]}",0103000020E610000001000000060000000B9CB4605AEF41C01BE4DD873DEF1CC082C4B52559EF41C0DEC8367B4BEF1CC0FAECB6EA57EF41C0401BF9CE43EF1CC082C4B52559EF41C05DA7C24037EF1CC0FC1CB4E75AEF41C0A16200ED3EEF1CC00B9CB4605AEF41C01BE4DD873DEF1CC0
5f352efcf2e44000043e43bc,2,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8699965737765, -7.234005679020326],[-35.86998316292401, -7.234018983315176],[-35.869929519514095, -7.233979070429494],[-35.869942930366584, -7.233952461837072],[-35.8699965737765, -7.234005679020326]]]}",0103000020E610000001000000050000004500380C5CEF41C0DEE1492F9FEF1CC0256AB89B5BEF41C06AED1FACA2EF1CC0AB11BAD959EF41C0CBC59D3598EF1CC0CBA7394A5AEF41C0BAA2F13B91EF1CC04500380C5CEF41C0DEE1492F9FEF1CC0
5f352f05f2e44000043e43bd,1,NA FRENTE DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.8701251373628, -7.233659482817804],[-35.87001247350913, -7.233563728638615],[-35.86991322201901, -7.233691400873026],[-35.86999101372748, -7.2337738558385425],[-35.8701251373628, -7.233659482817804]]]}",0103000020E610000001000000050000004B33B04260EF41C03569746E44EF1CC0B96A98915CEF41C0812380542BEF1CC0FE76035159EF41C09E6C70CC4CEF1CC0FFE293DD5BEF41C008F2E56962EF1CC04B33B04260EF41C03569746E44EF1CC0
5f352f0bf2e44000043e43be,2,À DIREITA DE,Café Poético,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87930383462846, -7.223987433739835],[-35.879282377264495, -7.224006060165609],[-35.879250191218546, -7.223976790067625],[-35.87926360207101, -7.22393953721291],[-35.87930919896945, -7.223968807313298],[-35.87930383462846, -7.223987433739835]]]}",0103000020E61000000100000006000000027D2E078DF041C09F823AF65CE51CC06B262F538CF041C082113AD861E51CC0882430458BF041C0319DF12B5AE51CC0A5BAAFB58BF041C07C71F26750E51CC0A8522E348DF041C060F03A1458E51CC0027D2E078DF041C09F823AF65CE51CC0
5f352f10f2e44000043e43bf,1,NA FRENTE DE,Localiza Hertz,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.86989981993944, -7.233704749166931],[-35.870041990992846, -7.233800503316197],[-35.869923962193795, -7.233896257445158],[-35.869805933394716, -7.233832421361419],[-35.86990518488485, -7.233707409004648],[-35.86989981993944, -7.233704749166931]]]}",0103000020E61000000100000006000000D5B796E058EF41C00E5E3A4C50EF1CC002BB34895DEF41C029202E6669EF1CC086D01BAB59EF41C0F688218082EF1CC006E602CD55EF41C097F729C471EF1CC0C3D9970D59EF41C00C08BAFE50EF1CC0D5B796E058EF41C00E5E3A4C50EF1CC0
5f352f13f2e44000043e43c0,2,À DIREITA DE,Maria Pitanga,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.87947817763663, -7.2240646003558755],[-35.87946208461366, -7.224104514117634],[-35.87940039469226, -7.224061939438309],[-35.87942989856771, -7.2240353302616835],[-35.87947817763663, -7.2240646003558755]]]}",0103000020E610000001000000050000005C3FADBD92F041C012E1CA3071E51CC06BBEAD3692F041C0B8155CA77BE51CC079A52F3190F041C0DAA9387E70E51CC088BCAE2891F041C06E7D828469E51CC05C3FADBD92F041C012E1CA3071E51CC0
5f352f1af2e44000043e43c1,2,À DIREITA DE,Niscar,Polygon,"{ ""type"": ""Polygon"",  ""coordinates"":[[[-35.869953656737415, -7.233630497744516],[-35.86991342417997, -7.233691697548386],[-35.86988123813402, -7.233665088939017],[-35.86991074200949, -7.233609210854266],[-35.869953656737415, -7.233630497744516]]]}",0103000020E61000000100000005000000855C34A45AEF41C0C2A44CD53CEF1CC0289AB55259EF41C0A64459E04CEF1CC04598B64458EF41C00DD7ACE645EF1CC057AF353C59EF41C05DA7C24037EF1CC0855C34A45AEF41C0C2A44CD53CEF1CC0
